GENERATOR,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039
EOL B.VENTOS(VENTOS),0,10.135,9.313,9.541,9.766,10.717,10.76,11.134,11.0,11.017,10.997,10.977,10.957,10.937000000000001,10.917000000000002,10.897000000000002,10.877000000000002,10.857000000000003
EOL BAIXA DO FEIJAO I,0,10.64,9.792,9.851,10.079,10.822,10.887,11.297,11.171,11.188,11.168000000000001,11.148000000000001,11.128000000000002,11.108000000000002,11.088000000000003,11.068000000000003,11.048000000000004,11.028000000000004
EOL BAIXA DO FEIJAO II,0,10.64,9.792,9.851,10.079,10.822,10.887,11.297,11.171,11.188,11.168000000000001,11.148000000000001,11.128000000000002,11.108000000000002,11.088000000000003,11.068000000000003,11.048000000000004,11.028000000000004
EOL BAIXA DO FEIJAO III,0,10.64,9.792,9.851,10.079,10.822,10.887,11.297,11.171,11.188,11.168000000000001,11.148000000000001,11.128000000000002,11.108000000000002,11.088000000000003,11.068000000000003,11.048000000000004,11.028000000000004
EOL BAIXA DO FEIJAO IV,0,10.64,9.792,9.851,10.079,10.822,10.887,11.297,11.171,11.188,11.168000000000001,11.148000000000001,11.128000000000002,11.108000000000002,11.088000000000003,11.068000000000003,11.048000000000004,11.028000000000004
EOL BAIXA DO SITIO,0,10.986,10.064,10.232,10.463,11.015,11.053,11.482,11.345,11.361,11.341000000000001,11.321000000000002,11.301000000000002,11.281000000000002,11.261000000000003,11.241000000000003,11.221000000000004,11.201000000000004
EOL BANDA DE COURO,0,11.056,10.352,10.204,10.436,10.98,10.996,11.395,11.228,11.244,11.224,11.204,11.184000000000001,11.164000000000001,11.144000000000002,11.124000000000002,11.104000000000003,11.084000000000003
EOL BARAUNAS I,0,11.056,10.352,10.204,10.436,10.98,10.996,11.395,11.228,11.244,11.224,11.204,11.184000000000001,11.164000000000001,11.144000000000002,11.124000000000002,11.104000000000003,11.084000000000003
EOL BARAUNAS II,0,11.056,10.352,10.204,10.436,10.98,10.996,11.395,11.228,11.244,11.224,11.204,11.184000000000001,11.164000000000001,11.144000000000002,11.124000000000002,11.104000000000003,11.084000000000003
EOL BARAUNAS IV,0,10.86,10.119,10.019,10.248,11.015,11.053,11.482,11.345,11.361,11.341000000000001,11.321000000000002,11.301000000000002,11.281000000000002,11.261000000000003,11.241000000000003,11.221000000000004,11.201000000000004
EOL BARAUNAS XV,0,10.86,10.119,10.019,10.248,11.015,11.053,11.482,11.345,11.361,11.341000000000001,11.321000000000002,11.301000000000002,11.281000000000002,11.261000000000003,11.241000000000003,11.221000000000004,11.201000000000004
